PC: 0x0000000080000000, INSTR: 0x080056b7, REG x13: 0x0000000008005000
PC: 0x00000000800000b8, INSTR: 0x92d1819b, REG x3: 0xffffffffffa5492d
PC: 0x00000000800000bc, INSTR: 0x00c19193, REG x3: 0xfffffffa5492d000
PC: 0x00000000800000c0, INSTR: 0xd0d18193, REG x3: 0xfffffffa5492cd0d
PC: 0x00000000800000c4, INSTR: 0x00c19193, REG x3: 0xffffa5492cd0d000
PC: 0x00000000800000c8, INSTR: 0x24918193, REG x3: 0xffffa5492cd0d249
PC: 0x00000000800000cc, INSTR: 0x00d19193, REG x3: 0xf4a9259a1a492000
PC: 0x00000000800000d0, INSTR: 0xdf718193, REG x3: 0xf4a9259a1a491df7
PC: 0x00000000800000d4, INSTR: 0x00b25237, REG x4: 0x0000000000b25000
PC: 0x00000000800000d8, INSTR: 0x2f12021b, REG x4: 0x0000000000b252f1
PC: 0x00000000800000dc, INSTR: 0x00d21213, REG x4: 0x000000164a5e2000
PC: 0x00000000800000e0, INSTR: 0x85120213, REG x4: 0x000000164a5e1851
PC: 0x00000000800000e4, INSTR: 0x00d21213, REG x4: 0x0002c94bc30a2000
PC: 0x00000000800000e8, INSTR: 0x20720213, REG x4: 0x0002c94bc30a2207
PC: 0x00000000800000ec, INSTR: 0x00d21213, REG x4: 0x592978614440e000
PC: 0x00000000800000f0, INSTR: 0xff720213, REG x4: 0x592978614440dff7
PC: 0x00000000800000f4, INSTR: 0x495db2b7, REG x5: 0x00000000495db000
PC: 0x00000000800000f8, INSTR: 0xc2b2829b, REG x5: 0x00000000495dac2b
PC: 0x00000000800000fc, INSTR: 0x00d29293, REG x5: 0x0000092bb5856000
PC: 0x0000000080000100, INSTR: 0x39f28293, REG x5: 0x0000092bb585639f
PC: 0x0000000080000104, INSTR: 0x01029293, REG x5: 0x092bb585639f0000
PC: 0x0000000080000108, INSTR: 0xac128293, REG x5: 0x092bb585639efac1
PC: 0x000000008000010c, INSTR: 0x00329293, REG x5: 0x495dac2b1cf7d608
PC: 0x0000000080000110, INSTR: 0xffce2337, REG x6: 0xffffffffffce2000
PC: 0x0000000080000114, INSTR: 0xb673031b, REG x6: 0xffffffffffce1b67
PC: 0x0000000080000118, INSTR: 0x00c31313, REG x6: 0xfffffffce1b67000
PC: 0x000000008000011c, INSTR: 0x6a930313, REG x6: 0xfffffffce1b676a9
PC: 0x0000000080000120, INSTR: 0x00f31313, REG x6: 0xfffe70db3b548000
PC: 0x0000000080000124, INSTR: 0xca530313, REG x6: 0xfffe70db3b547ca5
PC: 0x0000000080000128, INSTR: 0x00e31313, REG x6: 0x9c36ced51f294000
PC: 0x000000008000012c, INSTR: 0x9a930313, REG x6: 0x9c36ced51f2939a9
PC: 0x0000000080000130, INSTR: 0xb36f33b7, REG x7: 0xffffffffb36f3000
PC: 0x0000000080000134, INSTR: 0x00239393, REG x7: 0xfffffffecdbcc000
PC: 0x0000000080000138, INSTR: 0x27938393, REG x7: 0xfffffffecdbcc279
PC: 0x000000008000013c, INSTR: 0x00e39393, REG x7: 0xffffb36f309e4000
PC: 0x0000000080000140, INSTR: 0xbed38393, REG x7: 0xffffb36f309e3bed
PC: 0x0000000080000144, INSTR: 0x00d39393, REG x7: 0xf66de613c77da000
PC: 0x0000000080000148, INSTR: 0xd6038393, REG x7: 0xf66de613c77d9d60
PC: 0x000000008000014c, INSTR: 0x14113437, REG x8: 0x0000000014113000
PC: 0x0000000080000150, INSTR: 0x9e54041b, REG x8: 0x00000000141129e5
PC: 0x0000000080000154, INSTR: 0x00c41413, REG x8: 0x00000141129e5000
PC: 0x0000000080000158, INSTR: 0x9eb40413, REG x8: 0x00000141129e49eb
PC: 0x000000008000015c, INSTR: 0x01141413, REG x8: 0x0282253c93d60000
PC: 0x0000000080000160, INSTR: 0x50840413, REG x8: 0x0282253c93d60508
PC: 0x0000000080000164, INSTR: 0xfe5454b7, REG x9: 0xfffffffffe545000
PC: 0x0000000080000168, INSTR: 0xe154849b, REG x9: 0xfffffffffe544e15
PC: 0x000000008000016c, INSTR: 0x00c49493, REG x9: 0xffffffe544e15000
PC: 0x0000000080000170, INSTR: 0x7a148493, REG x9: 0xffffffe544e157a1
PC: 0x0000000080000174, INSTR: 0x00e49493, REG x9: 0xfff9513855e84000
PC: 0x0000000080000178, INSTR: 0x2c348493, REG x9: 0xfff9513855e842c3
PC: 0x000000008000017c, INSTR: 0x00c49493, REG x9: 0x9513855e842c3000
PC: 0x0000000080000180, INSTR: 0x5df48493, REG x9: 0x9513855e842c35df
PC: 0x0000000080000184, INSTR: 0x00d75537, REG x10: 0x0000000000d75000
PC: 0x0000000080000188, INSTR: 0xd775051b, REG x10: 0x0000000000d74d77
PC: 0x000000008000018c, INSTR: 0x00c51513, REG x10: 0x0000000d74d77000
PC: 0x0000000080000190, INSTR: 0xa4b50513, REG x10: 0x0000000d74d76a4b
PC: 0x0000000080000194, INSTR: 0x00e51513, REG x10: 0x00035d35da92c000
PC: 0x0000000080000198, INSTR: 0xd2750513, REG x10: 0x00035d35da92bd27
PC: 0x000000008000019c, INSTR: 0x00d51513, REG x10: 0x6ba6bb5257a4e000
PC: 0x00000000800001a0, INSTR: 0x39650513, REG x10: 0x6ba6bb5257a4e396
PC: 0x00000000800001a4, INSTR: 0x000935b7, REG x11: 0x0000000000093000
PC: 0x00000000800001a8, INSTR: 0xd375859b, REG x11: 0x0000000000092d37
PC: 0x00000000800001ac, INSTR: 0x00f59593, REG x11: 0x00000004969b8000
PC: 0x00000000800001b0, INSTR: 0x4e158593, REG x11: 0x00000004969b84e1
PC: 0x00000000800001b4, INSTR: 0x00f59593, REG x11: 0x00024b4dc2708000
PC: 0x00000000800001b8, INSTR: 0xd9d58593, REG x11: 0x00024b4dc2707d9d
PC: 0x00000000800001bc, INSTR: 0x00d59593, REG x11: 0x4969b84e0fb3a000
PC: 0x00000000800001c0, INSTR: 0xd1858593, REG x11: 0x4969b84e0fb39d18
PC: 0x00000000800001c4, INSTR: 0xffe5d637, REG x12: 0xffffffffffe5d000
PC: 0x00000000800001c8, INSTR: 0x0276061b, REG x12: 0xffffffffffe5d027
PC: 0x00000000800001cc, INSTR: 0x00c61613, REG x12: 0xfffffffe5d027000
PC: 0x00000000800001d0, INSTR: 0x5cb60613, REG x12: 0xfffffffe5d0275cb
PC: 0x00000000800001d4, INSTR: 0x00f61613, REG x12: 0xffff2e813ae58000
PC: 0x00000000800001d8, INSTR: 0xb6360613, REG x12: 0xffff2e813ae57b63
PC: 0x00000000800001dc, INSTR: 0x00d61613, REG x12: 0xe5d0275caf6c6000
PC: 0x00000000800001e0, INSTR: 0xb8d60613, REG x12: 0xe5d0275caf6c5b8d
PC: 0x00000000800001e4, INSTR: 0x306676b7, REG x13: 0x0000000030667000
PC: 0x00000000800001e8, INSTR: 0x00369693, REG x13: 0x0000000183338000
PC: 0x00000000800001ec, INSTR: 0x8f568693, REG x13: 0x00000001833378f5
PC: 0x00000000800001f0, INSTR: 0x00f69693, REG x13: 0x0000c199bc7a8000
PC: 0x00000000800001f4, INSTR: 0x4bb68693, REG x13: 0x0000c199bc7a84bb
PC: 0x00000000800001f8, INSTR: 0x00c69693, REG x13: 0x0c199bc7a84bb000
PC: 0x00000000800001fc, INSTR: 0x4e468693, REG x13: 0x0c199bc7a84bb4e4
PC: 0x0000000080000200, INSTR: 0xfe70a737, REG x14: 0xfffffffffe70a000
PC: 0x0000000080000204, INSTR: 0xf297071b, REG x14: 0xfffffffffe709f29
PC: 0x0000000080000208, INSTR: 0x00d71713, REG x14: 0xffffffce13e52000
PC: 0x000000008000020c, INSTR: 0x69570713, REG x14: 0xffffffce13e52695
PC: 0x0000000080000210, INSTR: 0x00d71713, REG x14: 0xfff9c27ca4d2a000
PC: 0x0000000080000214, INSTR: 0x55d70713, REG x14: 0xfff9c27ca4d2a55d
PC: 0x0000000080000218, INSTR: 0x00c71713, REG x14: 0x9c27ca4d2a55d000
PC: 0x000000008000021c, INSTR: 0x43470713, REG x14: 0x9c27ca4d2a55d434
PC: 0x0000000080000220, INSTR: 0xff2b07b7, REG x15: 0xffffffffff2b0000
PC: 0x0000000080000224, INSTR: 0xed17879b, REG x15: 0xffffffffff2afed1
PC: 0x0000000080000228, INSTR: 0x00d79793, REG x15: 0xffffffe55fda2000
PC: 0x000000008000022c, INSTR: 0x6e978793, REG x15: 0xffffffe55fda26e9
PC: 0x0000000080000230, INSTR: 0x00c79793, REG x15: 0xfffe55fda26e9000
PC: 0x0000000080000234, INSTR: 0x82f78793, REG x15: 0xfffe55fda26e882f
PC: 0x0000000080000238, INSTR: 0x00d79793, REG x15: 0xcabfb44dd105e000
PC: 0x000000008000023c, INSTR: 0x30278793, REG x15: 0xcabfb44dd105e302
PC: 0x0000000080000240, INSTR: 0xfb2cd837, REG x16: 0xfffffffffb2cd000
PC: 0x0000000080000244, INSTR: 0xa1b8081b, REG x16: 0xfffffffffb2cca1b
PC: 0x0000000080000248, INSTR: 0x00c81813, REG x16: 0xffffffb2cca1b000
PC: 0x000000008000024c, INSTR: 0xc4780813, REG x16: 0xffffffb2cca1ac47
PC: 0x0000000080000250, INSTR: 0x00c81813, REG x16: 0xfffb2cca1ac47000
PC: 0x0000000080000254, INSTR: 0x8cd80813, REG x16: 0xfffb2cca1ac468cd
PC: 0x0000000080000258, INSTR: 0x00c81813, REG x16: 0xb2cca1ac468cd000
PC: 0x000000008000025c, INSTR: 0x61380813, REG x16: 0xb2cca1ac468cd613
PC: 0x0000000080000260, INSTR: 0x034538b7, REG x17: 0x0000000003453000
PC: 0x0000000080000264, INSTR: 0x2258889b, REG x17: 0x0000000003453225
PC: 0x0000000080000268, INSTR: 0x00c89893, REG x17: 0x0000003453225000
PC: 0x000000008000026c, INSTR: 0x98388893, REG x17: 0x0000003453224983
PC: 0x0000000080000270, INSTR: 0x00f89893, REG x17: 0x001a299124c18000
PC: 0x0000000080000274, INSTR: 0x8f388893, REG x17: 0x001a299124c178f3
PC: 0x0000000080000278, INSTR: 0x00989893, REG x17: 0x3453224982f1e600
PC: 0x000000008000027c, INSTR: 0x004af937, REG x18: 0x00000000004af000
PC: 0x0000000080000280, INSTR: 0xbc99091b, REG x18: 0x00000000004aebc9
PC: 0x0000000080000284, INSTR: 0x00d91913, REG x18: 0x000000095d792000
PC: 0x0000000080000288, INSTR: 0x8a190913, REG x18: 0x000000095d7918a1
PC: 0x000000008000028c, INSTR: 0x00c91913, REG x18: 0x000095d7918a1000
PC: 0x0000000080000290, INSTR: 0x8c590913, REG x18: 0x000095d7918a08c5
PC: 0x0000000080000294, INSTR: 0x00e91913, REG x18: 0x2575e46282314000
PC: 0x0000000080000298, INSTR: 0x7b190913, REG x18: 0x2575e462823147b1
PC: 0x000000008000029c, INSTR: 0x0021e9b7, REG x19: 0x000000000021e000
PC: 0x00000000800002a0, INSTR: 0xa7d9899b, REG x19: 0x000000000021da7d
PC: 0x00000000800002a4, INSTR: 0x00e99993, REG x19: 0x00000008769f4000
PC: 0x00000000800002a8, INSTR: 0xc1f98993, REG x19: 0x00000008769f3c1f
PC: 0x00000000800002ac, INSTR: 0x00d99993, REG x19: 0x00010ed3e783e000
PC: 0x00000000800002b0, INSTR: 0x74f98993, REG x19: 0x00010ed3e783e74f
PC: 0x00000000800002b4, INSTR: 0x00d99993, REG x19: 0x21da7cf07ce9e000
PC: 0x00000000800002b8, INSTR: 0xb7298993, REG x19: 0x21da7cf07ce9db72
PC: 0x00000000800002bc, INSTR: 0xfe913a37, REG x20: 0xfffffffffe913000
PC: 0x00000000800002c0, INSTR: 0xdc5a0a1b, REG x20: 0xfffffffffe912dc5
PC: 0x00000000800002c4, INSTR: 0x00da1a13, REG x20: 0xffffffd225b8a000
PC: 0x00000000800002c8, INSTR: 0xeb7a0a13, REG x20: 0xffffffd225b89eb7
PC: 0x00000000800002cc, INSTR: 0x00da1a13, REG x20: 0xfffa44b713d6e000
PC: 0x00000000800002d0, INSTR: 0x1a5a0a13, REG x20: 0xfffa44b713d6e1a5
PC: 0x00000000800002d4, INSTR: 0x00ca1a13, REG x20: 0xa44b713d6e1a5000
PC: 0x00000000800002d8, INSTR: 0x7b2a0a13, REG x20: 0xa44b713d6e1a57b2
PC: 0x00000000800002dc, INSTR: 0xfff52ab7, REG x21: 0xfffffffffff52000
PC: 0x00000000800002e0, INSTR: 0x8dba8a9b, REG x21: 0xfffffffffff518db
PC: 0x00000000800002e4, INSTR: 0x00ea9a93, REG x21: 0xfffffffd4636c000
PC: 0x00000000800002e8, INSTR: 0x1b7a8a93, REG x21: 0xfffffffd4636c1b7
PC: 0x00000000800002ec, INSTR: 0x00ea9a93, REG x21: 0xffff518db06dc000
PC: 0x00000000800002f0, INSTR: 0x4dba8a93, REG x21: 0xffff518db06dc4db
PC: 0x00000000800002f4, INSTR: 0x00fa9a93, REG x21: 0xa8c6d836e26d8000
PC: 0x00000000800002f8, INSTR: 0x485a8a93, REG x21: 0xa8c6d836e26d8485
PC: 0x00000000800002fc, INSTR: 0xfeb67b37, REG x22: 0xfffffffffeb67000
PC: 0x0000000080000300, INSTR: 0xeddb0b1b, REG x22: 0xfffffffffeb66edd
PC: 0x0000000080000304, INSTR: 0x00cb1b13, REG x22: 0xffffffeb66edd000
PC: 0x0000000080000308, INSTR: 0x369b0b13, REG x22: 0xffffffeb66edd369
PC: 0x000000008000030c, INSTR: 0x00cb1b13, REG x22: 0xfffeb66edd369000
PC: 0x0000000080000310, INSTR: 0xaf5b0b13, REG x22: 0xfffeb66edd368af5
PC: 0x0000000080000314, INSTR: 0x00cb1b13, REG x22: 0xeb66edd368af5000
PC: 0x0000000080000318, INSTR: 0x9ccb0b13, REG x22: 0xeb66edd368af49cc
PC: 0x000000008000031c, INSTR: 0x01071bb7, REG x23: 0x0000000001071000
PC: 0x0000000080000320, INSTR: 0x9d3b8b9b, REG x23: 0x00000000010709d3
PC: 0x0000000080000324, INSTR: 0x00cb9b93, REG x23: 0x00000010709d3000
PC: 0x0000000080000328, INSTR: 0x4c1b8b93, REG x23: 0x00000010709d34c1
PC: 0x000000008000032c, INSTR: 0x00cb9b93, REG x23: 0x00010709d34c1000
PC: 0x0000000080000330, INSTR: 0x731b8b93, REG x23: 0x00010709d34c1731
PC: 0x0000000080000334, INSTR: 0x00cb9b93, REG x23: 0x10709d34c1731000
PC: 0x0000000080000338, INSTR: 0xd9bb8b93, REG x23: 0x10709d34c1730d9b
PC: 0x000000008000033c, INSTR: 0x00575c37, REG x24: 0x0000000000575000
PC: 0x0000000080000340, INSTR: 0x7d1c0c1b, REG x24: 0x00000000005757d1
PC: 0x0000000080000344, INSTR: 0x00cc1c13, REG x24: 0x00000005757d1000
PC: 0x0000000080000348, INSTR: 0xc23c0c13, REG x24: 0x00000005757d0c23
PC: 0x000000008000034c, INSTR: 0x010c1c13, REG x24: 0x0005757d0c230000
PC: 0x0000000080000350, INSTR: 0xbc9c0c13, REG x24: 0x0005757d0c22fbc9
PC: 0x0000000080000354, INSTR: 0x00cc1c13, REG x24: 0x5757d0c22fbc9000
PC: 0x0000000080000358, INSTR: 0x904c0c13, REG x24: 0x5757d0c22fbc8904
PC: 0x000000008000035c, INSTR: 0x04ac5cb7, REG x25: 0x0000000004ac5000
PC: 0x0000000080000360, INSTR: 0x6f1c8c9b, REG x25: 0x0000000004ac56f1
PC: 0x0000000080000364, INSTR: 0x00cc9c93, REG x25: 0x0000004ac56f1000
PC: 0x0000000080000368, INSTR: 0x4b1c8c93, REG x25: 0x0000004ac56f14b1
PC: 0x000000008000036c, INSTR: 0x00cc9c93, REG x25: 0x0004ac56f14b1000
PC: 0x0000000080000370, INSTR: 0xc9fc8c93, REG x25: 0x0004ac56f14b0c9f
PC: 0x0000000080000374, INSTR: 0x00cc9c93, REG x25: 0x4ac56f14b0c9f000
PC: 0x0000000080000378, INSTR: 0x595c8c93, REG x25: 0x4ac56f14b0c9f595
PC: 0x000000008000037c, INSTR: 0x01d61d37, REG x26: 0x0000000001d61000
PC: 0x0000000080000380, INSTR: 0x8f7d0d1b, REG x26: 0x0000000001d608f7
PC: 0x0000000080000384, INSTR: 0x00dd1d13, REG x26: 0x0000003ac11ee000
PC: 0x0000000080000388, INSTR: 0x74dd0d13, REG x26: 0x0000003ac11ee74d
PC: 0x000000008000038c, INSTR: 0x00cd1d13, REG x26: 0x0003ac11ee74d000
PC: 0x0000000080000390, INSTR: 0xc71d0d13, REG x26: 0x0003ac11ee74cc71
PC: 0x0000000080000394, INSTR: 0x00dd1d13, REG x26: 0x75823dce998e2000
PC: 0x0000000080000398, INSTR: 0xb2fd0d13, REG x26: 0x75823dce998e1b2f
PC: 0x000000008000039c, INSTR: 0xfe542db7, REG x27: 0xfffffffffe542000
PC: 0x00000000800003a0, INSTR: 0x887d8d9b, REG x27: 0xfffffffffe541887
PC: 0x00000000800003a4, INSTR: 0x00dd9d93, REG x27: 0xffffffca8310e000
PC: 0x00000000800003a8, INSTR: 0xde1d8d93, REG x27: 0xffffffca8310dde1
PC: 0x00000000800003ac, INSTR: 0x00cd9d93, REG x27: 0xfffca8310dde1000
PC: 0x00000000800003b0, INSTR: 0xc2fd8d93, REG x27: 0xfffca8310dde0c2f
PC: 0x00000000800003b4, INSTR: 0x00dd9d93, REG x27: 0x950621bbc185e000
PC: 0x00000000800003b8, INSTR: 0x6f6d8d93, REG x27: 0x950621bbc185e6f6
PC: 0x00000000800003bc, INSTR: 0xef343e37, REG x28: 0xffffffffef343000
PC: 0x00000000800003c0, INSTR: 0x177e0e1b, REG x28: 0xffffffffef343177
PC: 0x00000000800003c4, INSTR: 0x00ce1e13, REG x28: 0xfffffef343177000
PC: 0x00000000800003c8, INSTR: 0xf9de0e13, REG x28: 0xfffffef343176f9d
PC: 0x00000000800003cc, INSTR: 0x013e1e13, REG x28: 0xf79a18bb7ce80000
PC: 0x00000000800003d0, INSTR: 0x49fe0e13, REG x28: 0xf79a18bb7ce8049f
PC: 0x00000000800003d4, INSTR: 0x005e5e13, REG x28: 0x07bcd0c5dbe74024
PC: 0x00000000800003d8, INSTR: 0x003e6eb7, REG x29: 0x00000000003e6000
PC: 0x00000000800003dc, INSTR: 0xe2fe8e9b, REG x29: 0x00000000003e5e2f
PC: 0x00000000800003e0, INSTR: 0x00de9e93, REG x29: 0x00000007cbc5e000
PC: 0x00000000800003e4, INSTR: 0xd0be8e93, REG x29: 0x00000007cbc5dd0b
PC: 0x00000000800003e8, INSTR: 0x00ce9e93, REG x29: 0x00007cbc5dd0b000
PC: 0x00000000800003ec, INSTR: 0x19de8e93, REG x29: 0x00007cbc5dd0b19d
PC: 0x00000000800003f0, INSTR: 0x00ee9e93, REG x29: 0x1f2f17742c674000
PC: 0x00000000800003f4, INSTR: 0xd85e8e93, REG x29: 0x1f2f17742c673d85
PC: 0x00000000800003f8, INSTR: 0x00e5ff37, REG x30: 0x0000000000e5f000
PC: 0x00000000800003fc, INSTR: 0x6c7f0f1b, REG x30: 0x0000000000e5f6c7
PC: 0x0000000080000400, INSTR: 0x00df1f13, REG x30: 0x0000001cbed8e000
PC: 0x0000000080000404, INSTR: 0xfc7f0f13, REG x30: 0x0000001cbed8dfc7
PC: 0x0000000080000408, INSTR: 0x00ef1f13, REG x30: 0x00072fb637f1c000
PC: 0x000000008000040c, INSTR: 0xadbf0f13, REG x30: 0x00072fb637f1badb
PC: 0x0000000080000410, INSTR: 0x00cf1f13, REG x30: 0x72fb637f1badb000
PC: 0x0000000080000414, INSTR: 0xdaff0f13, REG x30: 0x72fb637f1badadaf
PC: 0x0000000080000418, INSTR: 0xfd17ffb7, REG x31: 0xfffffffffd17f000
PC: 0x000000008000041c, INSTR: 0x043f8f9b, REG x31: 0xfffffffffd17f043
PC: 0x0000000080000420, INSTR: 0x00cf9f93, REG x31: 0xffffffd17f043000
PC: 0x0000000080000424, INSTR: 0x171f8f93, REG x31: 0xffffffd17f043171
PC: 0x0000000080000428, INSTR: 0x00df9f93, REG x31: 0xfffa2fe0862e2000
PC: 0x000000008000042c, INSTR: 0x79bf8f93, REG x31: 0xfffa2fe0862e279b
PC: 0x0000000080000430, INSTR: 0x00cf9f93, REG x31: 0xa2fe0862e279b000
PC: 0x0000000080000434, INSTR: 0x6a2f8f93, REG x31: 0xa2fe0862e279b6a2
PC: 0x0000000080000438, INSTR: 0x00fb2cb3, REG x25: 0x0000000000000000
PC: 0x000000008000043c, INSTR: 0x000792b3, REG x5: 0xcabfb44dd105e302
PC: 0x0000000080000440, INSTR: 0x01236bb3, REG x23: 0xbd77eef79f397fb9
PC: 0x0000000080000444, INSTR: 0x0050e463
PC: 0x000000008000044c, INSTR: 0x4043d1b3, REG x3: 0xffffffffffffffec
PC: 0x0000000080000450, INSTR: 0x01168633, REG x12: 0x406cbe112b3d9ae4
PC: 0x0000000080000454, INSTR: 0x414ad1b3, REG x3: 0xffffffffffffea31
PC: 0x0000000080000458, INSTR: 0x41905833, REG x16: 0x0000000000000000
PC: 0x000000008000045c, INSTR: 0x407f5233, REG x4: 0x0000000072fb637f
PC: 0x0000000080000460, INSTR: 0x402cdf33, REG x30: 0x0000000000000000
PC: 0x0000000080000464, INSTR: 0x01035c1b, REG x24: 0x0000000000001f29
PC: 0x0000000080000468, INSTR: 0x41b7d1b3, REG x3: 0xffffffffffffff2a
PC: 0x000000008000046c, INSTR: 0x4022d933, REG x18: 0xcabfb44dd105e302
PC: 0x0000000080000470, INSTR: 0x40915733, REG x14: 0x0000000000000001
PC: 0x0000000080000474, INSTR: 0x2000dfb7, REG x31: 0x000000002000d000
PC: 0x0000000080000478, INSTR: 0x002f9f93, REG x31: 0x0000000080034000
PC: 0x000000008000047c, INSTR: 0xfd9f8f93, REG x31: 0x0000000080033fd9
PC: 0x0000000080000480, INSTR: 0x43bfa603, REG x12: 0x0000000000000000, MEM 0x0000000080034414
PC: 0x0000000080000484, INSTR: 0x001d9013
PC: 0x0000000080000488, INSTR: 0x409e569b, REG x13: 0xffffffffffedf3a0
PC: 0x000000008000048c, INSTR: 0x000806b7, REG x13: 0x0000000000080000
PC: 0x0000000080000490, INSTR: 0x0456869b, REG x13: 0x0000000000080045
PC: 0x0000000080000494, INSTR: 0x00c69693, REG x13: 0x0000000080045000
PC: 0x0000000080000498, INSTR: 0x94568693, REG x13: 0x0000000080044945
PC: 0x000000008000049c, INSTR: 0x25f6a603, REG x12: 0x0000000000000000, MEM 0x0000000080044ba4
PC: 0x00000000800004a0, INSTR: 0x401b5bb3, REG x23: 0xffffffffffffff5b
PC: 0x00000000800004a4, INSTR: 0x01378eb3, REG x29: 0xec9a313e4defbe74
PC: 0x00000000800004a8, INSTR: 0xaa3a8d37, REG x26: 0xffffffffaa3a8000
PC: 0x00000000800004ac, INSTR: 0x406f56b3, REG x13: 0x0000000000000000
PC: 0x00000000800004b0, INSTR: 0x23a00a93, REG x21: 0x000000000000023a
PC: 0x00000000800004b4, INSTR: 0x100095b7, REG x11: 0x0000000010009000
PC: 0x00000000800004b8, INSTR: 0x00359593, REG x11: 0x0000000080048000
PC: 0x00000000800004bc, INSTR: 0x61c58593, REG x11: 0x000000008004861c
PC: 0x00000000800004c0, INSTR: 0x2c15b223, MEM 0x00000000800488e0: 0x0d910f51c3760a75
PC: 0x00000000800004c4, INSTR: 0x01331c33, REG x24: 0xe6a4000000000000
PC: 0x00000000800004c8, INSTR: 0x00a9a233, REG x4: 0x0000000000000001
PC: 0x00000000800004cc, INSTR: 0x01be0463
PC: 0x00000000800004d0, INSTR: 0x0040006f
PC: 0x00000000800004d4, INSTR: 0x413e5e33, REG x28: 0x00000000000001ef
PC: 0x00000000800004d8, INSTR: 0x000807b7, REG x15: 0x0000000000080000
